participant	task	session	sequenceNumber	stimulus	response	reactionTime	interstimulusInterval	stepA	stepB	correctResponse	wasResponsecorrect
10	discrimination	1	105	"step1,silence250,step1"	same	0.740370989	250	step1	step1	same	yes
10	discrimination	1	106	"step1,silence250,step3"	same	1.897526979	250	step1	step3	different	no
10	discrimination	1	107	"step1,silence500,step1"	same	1.768668175	500	step1	step1	same	yes
10	discrimination	1	108	"step1,silence500,step3"	same	0.683115005	500	step1	step3	different	no
10	discrimination	1	109	"step1,step1"	different	2.513387918	0	step1	step1	same	no
10	discrimination	1	110	"step1,step3"	different	2.515132904	0	step1	step3	different	yes
10	discrimination	1	111	"step3,silence1000,step1"	different	0.782697916	1000	step3	step1	different	yes
10	discrimination	1	112	"step3,silence1000,step3"	same	0.659309864	1000	step3	step3	same	yes
10	discrimination	1	113	"step3,silence1000,step5"	different	0.916066885	1000	step3	step5	different	yes
10	discrimination	1	114	"step3,silence2000,step1"	different	0.816678047	2000	step3	step1	different	yes
10	discrimination	1	115	"step3,silence2000,step3"	same	0.75681901	2000	step3	step3	same	yes
10	discrimination	1	116	"step3,silence2000,step5"	different	0.572969913	2000	step3	step5	different	yes
10	discrimination	1	117	"step3,silence250,step1"	same	0.694355249	250	step3	step1	different	no
10	discrimination	1	118	"step3,silence250,step3"	same	1.317540646	250	step3	step3	same	yes
10	discrimination	1	119	"step3,silence250,step5"	different	0.845750809	250	step3	step5	different	yes
10	discrimination	1	120	"step3,silence500,step1"	same	0.697270155	500	step3	step1	different	no
10	discrimination	1	121	"step3,silence500,step3"	same	0.58550024	500	step3	step3	same	yes
10	discrimination	1	122	"step3,silence500,step5"	different	0.833627224	500	step3	step5	different	yes
10	discrimination	1	123	"step3,step1"	same	0.613704205	0	step3	step1	different	no
10	discrimination	1	124	"step3,step3"	same	0.86600709	0	step3	step3	same	yes
10	discrimination	1	125	"step3,step5"	different	1.06111908	0	step3	step5	different	yes
10	discrimination	1	126	"step5,silence1000,step3"	same	0.000159979	1000	step5	step3	different	no
10	discrimination	1	127	"step5,silence1000,step5"	same	0.573383808	1000	step5	step5	same	yes
10	discrimination	1	128	"step5,silence1000,step7"	same	0.975363731	1000	step5	step7	different	no
10	discrimination	1	129	"step5,silence2000,step3"	different	0.674752951	2000	step5	step3	different	yes
10	discrimination	1	130	"step5,silence2000,step5"	same	1.040780067	2000	step5	step5	same	yes
10	discrimination	1	131	"step5,silence2000,step7"	different	4.431957006	2000	step5	step7	different	yes
10	discrimination	1	132	"step5,silence250,step3"	different	0.771939993	250	step5	step3	different	yes
10	discrimination	1	133	"step5,silence250,step5"	different	7.989958763	250	step5	step5	same	no
10	discrimination	1	134	"step5,silence250,step7"	same	1.263503313	250	step5	step7	different	no
10	discrimination	1	135	"step5,silence500,step3"	different	1.051177025	500	step5	step3	different	yes
10	discrimination	1	136	"step5,silence500,step5"	same	0.942138195	500	step5	step5	same	yes
10	discrimination	1	137	"step5,silence500,step7"	different	1.203581095	500	step5	step7	different	yes
10	discrimination	1	138	"step5,step3"	same	1.326661825	0	step5	step3	different	no
10	discrimination	1	139	"step5,step5"	same	2.125529051	0	step5	step5	same	yes
10	discrimination	1	140	"step5,step7"	same	1.907088995	0	step5	step7	different	no
10	discrimination	1	141	"step7,silence1000,step5"	different	0.874934912	1000	step7	step5	different	yes
10	discrimination	1	142	"step7,silence1000,step7"	same	1.147897959	1000	step7	step7	same	yes
10	discrimination	1	143	"step7,silence2000,step5"	different	1.137156725	2000	step7	step5	different	yes
10	discrimination	1	144	"step7,silence2000,step7"	same	2.795521975	2000	step7	step7	same	yes
10	discrimination	1	145	"step7,silence250,step5"	different	0.899390936	250	step7	step5	different	yes
10	discrimination	1	146	"step7,silence250,step7"	same	4.183871984	250	step7	step7	same	yes
10	discrimination	1	147	"step7,silence500,step5"	different	0.82557416	500	step7	step5	different	yes
10	discrimination	1	148	"step7,silence500,step7"	same	0.731732845	500	step7	step7	same	yes
10	discrimination	1	149	"step7,step5"	different	0.926548004	0	step7	step5	different	yes
10	discrimination	1	150	"step7,step7"	same	1.469942808	0	step7	step7	same	yes
10	discrimination	1	151	"step1,silence1000,step1"	same	0.887217045	1000	step1	step1	same	yes
10	discrimination	1	152	"step1,silence1000,step3"	same	0.681778908	1000	step1	step3	different	no
10	discrimination	1	153	"step1,silence2000,step1"	same	1.316000938	2000	step1	step1	same	yes
10	discrimination	1	154	"step1,silence2000,step3"	same	0.648997784	2000	step1	step3	different	no
10	discrimination	1	155	"step1,silence250,step1"	same	0.67226696	250	step1	step1	same	yes
10	discrimination	1	156	"step1,silence250,step3"	same	0.597275019	250	step1	step3	different	no
10	discrimination	1	157	"step1,silence500,step1"	same	0.510587931	500	step1	step1	same	yes
10	discrimination	1	158	"step1,silence500,step3"	different	0.82320714	500	step1	step3	different	yes
10	discrimination	1	159	"step1,step1"	same	1.543640137	0	step1	step1	same	yes
10	discrimination	1	160	"step1,step3"	same	1.056595325	0	step1	step3	different	no
10	discrimination	1	161	"step3,silence1000,step1"	same	0.517477751	1000	step3	step1	different	no
10	discrimination	1	162	"step3,silence1000,step3"	same	0.495758772	1000	step3	step3	same	yes
10	discrimination	1	163	"step3,silence1000,step5"	different	0.879589081	1000	step3	step5	different	yes
10	discrimination	1	164	"step3,silence2000,step1"	different	0.801504135	2000	step3	step1	different	yes
10	discrimination	1	165	"step3,silence2000,step3"	same	0.692342997	2000	step3	step3	same	yes
10	discrimination	1	166	"step3,silence2000,step5"	same	0.861808062	2000	step3	step5	different	no
10	discrimination	1	167	"step3,silence250,step1"	same	1.919080257	250	step3	step1	different	no
10	discrimination	1	168	"step3,silence250,step3"	same	0.500355005	250	step3	step3	same	yes
10	discrimination	1	169	"step3,silence250,step5"	same	1.747110844	250	step3	step5	different	no
10	discrimination	1	170	"step3,silence500,step1"	same	1.663853168	500	step3	step1	different	no
10	discrimination	1	171	"step3,silence500,step3"	same	0.550595045	500	step3	step3	same	yes
10	discrimination	1	172	"step3,silence500,step5"	different	0.57340312	500	step3	step5	different	yes
10	discrimination	1	173	"step3,step1"	same	1.228291988	0	step3	step1	different	no
10	discrimination	1	174	"step3,step3"	same	1.000600815	0	step3	step3	same	yes
10	discrimination	1	175	"step3,step5"	same	2.258176088	0	step3	step5	different	no
10	discrimination	1	176	"step5,silence1000,step3"	different	0.538038969	1000	step5	step3	different	yes
10	discrimination	1	177	"step5,silence1000,step5"	same	0.568524122	1000	step5	step5	same	yes
10	discrimination	1	178	"step5,silence1000,step7"	different	0.672606945	1000	step5	step7	different	yes
10	discrimination	1	179	"step5,silence2000,step3"	different	0.913379192	2000	step5	step3	different	yes
10	discrimination	1	180	"step5,silence2000,step5"	same	0.783901215	2000	step5	step5	same	yes
10	discrimination	1	181	"step5,silence2000,step7"	same	0.541623831	2000	step5	step7	different	no
10	discrimination	1	182	"step5,silence250,step3"	different	0.717241287	250	step5	step3	different	yes
10	discrimination	1	183	"step5,silence250,step5"	same	0.635592222	250	step5	step5	same	yes
10	discrimination	1	184	"step5,silence250,step7"	different	0.840408802	250	step5	step7	different	yes
10	discrimination	1	185	"step5,silence500,step3"	different	0.597708225	500	step5	step3	different	yes
10	discrimination	1	186	"step5,silence500,step5"	same	1.355642796	500	step5	step5	same	yes
10	discrimination	1	187	"step5,silence500,step7"	different	0.821924925	500	step5	step7	different	yes
10	discrimination	1	188	"step5,step3"	same	1.54439497	0	step5	step3	different	no
10	discrimination	1	189	"step5,step5"	same	0.78114295	0	step5	step5	same	yes
10	discrimination	1	190	"step5,step7"	different	2.175112963	0	step5	step7	different	yes
10	discrimination	1	191	"step7,silence1000,step5"	same	0.628140926	1000	step7	step5	different	no
10	discrimination	1	192	"step7,silence1000,step7"	same	1.346858025	1000	step7	step7	same	yes
10	discrimination	1	193	"step7,silence2000,step5"	same	0.692082882	2000	step7	step5	different	no
10	discrimination	1	194	"step7,silence2000,step7"	same	0.481006145	2000	step7	step7	same	yes
10	discrimination	1	195	"step7,silence250,step5"	different	0.674196005	250	step7	step5	different	yes
10	discrimination	1	196	"step7,silence250,step7"	same	1.340962172	250	step7	step7	same	yes
10	discrimination	1	197	"step7,silence500,step5"	different	1.279567957	500	step7	step5	different	yes
10	discrimination	1	198	"step7,silence500,step7"	same	1.159855843	500	step7	step7	same	yes
10	discrimination	1	199	"step7,step5"	different	1.310765028	0	step7	step5	different	yes
10	discrimination	1	200	"step7,step7"	same	0.721441746	0	step7	step7	same	yes
10	identification	1	1	step1	i	0.416646719	NA	NA	NA	NA	NA
10	identification	1	2	step2	i	0.570406199	NA	NA	NA	NA	NA
10	identification	1	3	step3	i	1.816879034	NA	NA	NA	NA	NA
10	identification	1	4	step4	i	0.981418133	NA	NA	NA	NA	NA
10	identification	1	5	step5	_	11.91405606	NA	NA	NA	NA	NA
10	identification	1	6	step6	_	0.396053076	NA	NA	NA	NA	NA
10	identification	1	7	step7	_	1.46510601	NA	NA	NA	NA	NA
10	identification	1	8	step1	i	0.890384912	NA	NA	NA	NA	NA
10	identification	1	9	step2	i	0.368448973	NA	NA	NA	NA	NA
10	identification	1	10	step3	i	0.913013935	NA	NA	NA	NA	NA
10	identification	1	11	step4	i	0.929954052	NA	NA	NA	NA	NA
10	identification	1	12	step5	_	4.492447853	NA	NA	NA	NA	NA
10	identification	1	13	step6	_	1.404388189	NA	NA	NA	NA	NA
10	identification	1	14	step7	_	0.897965908	NA	NA	NA	NA	NA
10	identification	1	15	step1	i	0.402819157	NA	NA	NA	NA	NA
10	identification	1	16	step2	i	0.591068745	NA	NA	NA	NA	NA
10	identification	1	17	step3	i	0.432358265	NA	NA	NA	NA	NA
10	identification	1	18	step4	i	0.632955074	NA	NA	NA	NA	NA
10	identification	1	19	step5	_	0.731620789	NA	NA	NA	NA	NA
10	identification	1	20	step6	_	3.342345953	NA	NA	NA	NA	NA
10	identification	1	21	step7	_	0.896472931	NA	NA	NA	NA	NA
10	identification	1	22	step1	i	0.379621029	NA	NA	NA	NA	NA
10	identification	1	23	step2	i	0.552933931	NA	NA	NA	NA	NA
10	identification	1	24	step3	i	0.357218027	NA	NA	NA	NA	NA
10	identification	1	25	step4	i	0.311056852	NA	NA	NA	NA	NA
10	identification	1	26	step5	i	3.142898083	NA	NA	NA	NA	NA
10	identification	1	27	step6	_	0.3557477	NA	NA	NA	NA	NA
10	identification	1	28	step7	_	5.322709084	NA	NA	NA	NA	NA
10	identification	1	29	step1	i	1.004845142	NA	NA	NA	NA	NA
10	identification	1	30	step2	i	0.462321043	NA	NA	NA	NA	NA
10	identification	1	31	step3	i	0.600545168	NA	NA	NA	NA	NA
10	identification	1	32	step4	i	0.514907122	NA	NA	NA	NA	NA
10	identification	1	33	step5	_	0.300371885	NA	NA	NA	NA	NA
10	identification	1	34	step6	_	2.826386929	NA	NA	NA	NA	NA
10	identification	1	35	step7	_	0.476830006	NA	NA	NA	NA	NA
10	identification	1	36	step1	i	0.684371948	NA	NA	NA	NA	NA
10	identification	1	37	step2	i	0.401939869	NA	NA	NA	NA	NA
10	identification	1	38	step3	i	0.401077986	NA	NA	NA	NA	NA
10	identification	1	39	step4	i	0.539649963	NA	NA	NA	NA	NA
10	identification	1	40	step5	_	1.251313925	NA	NA	NA	NA	NA
10	identification	1	41	step6	_	0.366667986	NA	NA	NA	NA	NA
10	identification	1	42	step7	_	0.339833736	NA	NA	NA	NA	NA
10	identification	1	43	step1	i	0.377719164	NA	NA	NA	NA	NA
10	identification	1	44	step2	i	0.52713275	NA	NA	NA	NA	NA
10	identification	1	45	step3	i	0.371408939	NA	NA	NA	NA	NA
10	identification	1	46	step4	_	0.709393024	NA	NA	NA	NA	NA
10	identification	1	47	step5	_	1.231966019	NA	NA	NA	NA	NA
10	identification	1	48	step6	_	0.525727987	NA	NA	NA	NA	NA
10	identification	1	49	step7	_	0.305802345	NA	NA	NA	NA	NA
10	identification	1	50	step1	i	0.344894171	NA	NA	NA	NA	NA
10	identification	1	51	step2	i	0.618994951	NA	NA	NA	NA	NA
10	identification	1	52	step3	i	0.342305899	NA	NA	NA	NA	NA
10	identification	1	53	step4	i	0.378200054	NA	NA	NA	NA	NA
10	identification	1	54	step5	i	0.416719913	NA	NA	NA	NA	NA
10	identification	1	55	step6	_	0.411554098	NA	NA	NA	NA	NA
10	identification	1	56	step7	_	0.533849239	NA	NA	NA	NA	NA
10	identification	1	57	step1	i	0.453929901	NA	NA	NA	NA	NA
10	identification	1	58	step2	i	0.31579113	NA	NA	NA	NA	NA
10	identification	1	59	step3	i	0.520901203	NA	NA	NA	NA	NA
10	identification	1	60	step4	i	0.879729986	NA	NA	NA	NA	NA
10	identification	1	61	step5	_	0.992838144	NA	NA	NA	NA	NA
10	identification	1	62	step6	_	0.592371941	NA	NA	NA	NA	NA
10	identification	1	63	step7	_	0.803825855	NA	NA	NA	NA	NA
10	identification	1	64	step1	i	0.735954762	NA	NA	NA	NA	NA
10	identification	1	65	step2	i	0.707437038	NA	NA	NA	NA	NA
10	identification	1	66	step3	i	1.290266275	NA	NA	NA	NA	NA
10	identification	1	67	step4	i	0.905641079	NA	NA	NA	NA	NA
10	identification	1	68	step5	_	0.725512981	NA	NA	NA	NA	NA
10	identification	1	69	step6	_	1.073982954	NA	NA	NA	NA	NA
10	identification	1	70	step7	_	1.092058897	NA	NA	NA	NA	NA
11	discrimination	1	1	"step1,silence1000,step1"	same	0.352305889	1000	step1	step1	same	yes
11	discrimination	1	2	"step1,silence1000,step3"	same	0.957906961	1000	step1	step3	different	no
11	discrimination	1	3	"step1,silence2000,step1"	same	1.632943153	2000	step1	step1	same	yes
11	discrimination	1	4	"step1,silence2000,step3"	same	0.285732985	2000	step1	step3	different	no
11	discrimination	1	5	"step1,silence250,step1"	same	0.906071901	250	step1	step1	same	yes
11	discrimination	1	6	"step1,silence250,step3"	same	1.265712023	250	step1	step3	different	no
11	discrimination	1	7	"step1,silence500,step1"	same	0.845584154	500	step1	step1	same	yes
11	discrimination	1	8	"step1,silence500,step3"	same	0.921588898	500	step1	step3	different	no
11	discrimination	1	9	"step1,step1"	same	0.277578831	0	step1	step1	same	yes
11	discrimination	1	10	"step1,step3"	same	2.111468077	0	step1	step3	different	no
11	discrimination	1	11	"step3,silence1000,step1"	same	0.435444832	1000	step3	step1	different	no
11	discrimination	1	12	"step3,silence1000,step3"	same	0.943430901	1000	step3	step3	same	yes
11	discrimination	1	13	"step3,silence1000,step5"	same	1.866745949	1000	step3	step5	different	no
11	discrimination	1	14	"step3,silence2000,step1"	same	1.022427082	2000	step3	step1	different	no
11	discrimination	1	15	"step3,silence2000,step3"	same	1.077178955	2000	step3	step3	same	yes
11	discrimination	1	16	"step3,silence2000,step5"	different	1.139008045	2000	step3	step5	different	yes
11	discrimination	1	17	"step3,silence250,step1"	different	1.527846098	250	step3	step1	different	yes
11	discrimination	1	18	"step3,silence250,step3"	same	5.123222828	250	step3	step3	same	yes
11	discrimination	1	19	"step3,silence250,step5"	different	0.84531498	250	step3	step5	different	yes
11	discrimination	1	20	"step3,silence500,step1"	same	0.767331839	500	step3	step1	different	no
11	discrimination	1	21	"step3,silence500,step3"	same	0.712834835	500	step3	step3	same	yes
11	discrimination	1	22	"step3,silence500,step5"	different	1.050499916	500	step3	step5	different	yes
11	discrimination	1	23	"step3,step1"	different	1.402130842	0	step3	step1	different	yes
11	discrimination	1	24	"step3,step3"	same	0.580332994	0	step3	step3	same	yes
11	discrimination	1	25	"step3,step5"	same	0.918711901	0	step3	step5	different	no
11	discrimination	1	26	"step5,silence1000,step3"	different	0.656816006	1000	step5	step3	different	yes
11	discrimination	1	27	"step5,silence1000,step5"	same	0.964580059	1000	step5	step5	same	yes
11	discrimination	1	28	"step5,silence1000,step7"	same	0.525504112	1000	step5	step7	different	no
11	discrimination	1	29	"step5,silence2000,step3"	same	1.255926132	2000	step5	step3	different	no
11	discrimination	1	30	"step5,silence2000,step5"	same	3.967077971	2000	step5	step5	same	yes
11	discrimination	1	31	"step5,silence2000,step7"	same	0.48490715	2000	step5	step7	different	no
11	discrimination	1	32	"step5,silence250,step3"	different	1.931378841	250	step5	step3	different	yes
11	discrimination	1	33	"step5,silence250,step5"	same	0.496517897	250	step5	step5	same	yes
11	discrimination	1	34	"step5,silence250,step7"	same	1.654243946	250	step5	step7	different	no
11	discrimination	1	35	"step5,silence500,step3"	different	1.880677938	500	step5	step3	different	yes
11	discrimination	1	36	"step5,silence500,step5"	same	0.734246969	500	step5	step5	same	yes
11	discrimination	1	37	"step5,silence500,step7"	same	1.720611095	500	step5	step7	different	no
11	discrimination	1	38	"step5,step3"	same	4.219666958	0	step5	step3	different	no
11	discrimination	1	39	"step5,step5"	same	0.475360155	0	step5	step5	same	yes
11	discrimination	1	40	"step5,step7"	same	1.72240901	0	step5	step7	different	no
11	discrimination	1	41	"step7,silence1000,step5"	same	0.825777054	1000	step7	step5	different	no
11	discrimination	1	42	"step7,silence1000,step7"	same	0.226097107	1000	step7	step7	same	yes
11	discrimination	1	43	"step7,silence2000,step5"	same	0.776250124	2000	step7	step5	different	no
11	discrimination	1	44	"step7,silence2000,step7"	same	0.400359154	2000	step7	step7	same	yes
11	discrimination	1	45	"step7,silence250,step5"	same	0.377264977	250	step7	step5	different	no
11	discrimination	1	46	"step7,silence250,step7"	same	0.683756113	250	step7	step7	same	yes
11	discrimination	1	47	"step7,silence500,step5"	same	2.406594038	500	step7	step5	different	no
11	discrimination	1	48	"step7,silence500,step7"	same	2.973381042	500	step7	step7	same	yes
11	discrimination	1	49	"step7,step5"	different	1.187762976	0	step7	step5	different	yes
11	discrimination	1	50	"step7,step7"	same	0.678079128	0	step7	step7	same	yes
11	discrimination	1	51	"step1,silence1000,step1"	same	0.543824196	1000	step1	step1	same	yes
11	discrimination	1	52	"step1,silence1000,step3"	same	0.316078901	1000	step1	step3	different	no
11	discrimination	1	53	"step1,silence2000,step1"	same	0.256067991	2000	step1	step1	same	yes
11	discrimination	1	54	"step1,silence2000,step3"	same	0.764394045	2000	step1	step3	different	no
11	discrimination	1	55	"step1,silence250,step1"	same	0.150564909	250	step1	step1	same	yes
11	discrimination	1	56	"step1,silence250,step3"	same	0.359300137	250	step1	step3	different	no
11	discrimination	1	57	"step1,silence500,step1"	same	1.0955441	500	step1	step1	same	yes
11	discrimination	1	58	"step1,silence500,step3"	same	0.842103004	500	step1	step3	different	no
11	discrimination	1	59	"step1,step1"	same	0.290407896	0	step1	step1	same	yes
11	discrimination	1	60	"step1,step3"	same	1.373112917	0	step1	step3	different	no
11	discrimination	1	61	"step3,silence1000,step1"	same	0.808989048	1000	step3	step1	different	no
11	discrimination	1	62	"step3,silence1000,step3"	same	0.264832973	1000	step3	step3	same	yes
11	discrimination	1	63	"step3,silence1000,step5"	different	1.454539776	1000	step3	step5	different	yes
11	discrimination	1	64	"step3,silence2000,step1"	same	1.139387846	2000	step3	step1	different	no
11	discrimination	1	65	"step3,silence2000,step3"	same	0.312566996	2000	step3	step3	same	yes
11	discrimination	1	66	"step3,silence2000,step5"	different	1.022238016	2000	step3	step5	different	yes
11	discrimination	1	67	"step3,silence250,step1"	same	0.317960024	250	step3	step1	different	no
11	discrimination	1	68	"step3,silence250,step3"	same	1.820172071	250	step3	step3	same	yes
11	discrimination	1	69	"step3,silence250,step5"	different	0.809564114	250	step3	step5	different	yes
11	discrimination	1	70	"step3,silence500,step1"	same	1.335330963	500	step3	step1	different	no
11	discrimination	1	71	"step3,silence500,step3"	same	0.589303017	500	step3	step3	same	yes
11	discrimination	1	72	"step3,silence500,step5"	same	0.232254982	500	step3	step5	different	no
11	discrimination	1	73	"step3,step1"	different	1.335963011	0	step3	step1	different	yes
11	discrimination	1	74	"step3,step3"	same	0.233052969	0	step3	step3	same	yes
11	discrimination	1	75	"step3,step5"	different	1.117607117	0	step3	step5	different	yes
11	discrimination	1	76	"step5,silence1000,step3"	different	1.801790953	1000	step5	step3	different	yes
11	discrimination	1	77	"step5,silence1000,step5"	same	0.693374157	1000	step5	step5	same	yes
11	discrimination	1	78	"step5,silence1000,step7"	same	1.622691154	1000	step5	step7	different	no
11	discrimination	1	79	"step5,silence2000,step3"	same	0.438232899	2000	step5	step3	different	no
11	discrimination	1	80	"step5,silence2000,step5"	same	0.377318859	2000	step5	step5	same	yes
11	discrimination	1	81	"step5,silence2000,step7"	same	0.291243076	2000	step5	step7	different	no
11	discrimination	1	82	"step5,silence250,step3"	different	0.793884039	250	step5	step3	different	yes
11	discrimination	1	83	"step5,silence250,step5"	same	0.110774994	250	step5	step5	same	yes
11	discrimination	1	84	"step5,silence250,step7"	different	1.151249886	250	step5	step7	different	yes
11	discrimination	1	85	"step5,silence500,step3"	different	1.217983007	500	step5	step3	different	yes
11	discrimination	1	86	"step5,silence500,step5"	same	0.203670979	500	step5	step5	same	yes
11	discrimination	1	87	"step5,silence500,step7"	same	1.397922993	500	step5	step7	different	no
11	discrimination	1	88	"step5,step3"	different	1.09257102	0	step5	step3	different	yes
11	discrimination	1	89	"step5,step5"	same	0.473020077	0	step5	step5	same	yes
11	discrimination	1	90	"step5,step7"	different	0.952950954	0	step5	step7	different	yes
11	discrimination	1	91	"step7,silence1000,step5"	same	0.246898174	1000	step7	step5	different	no
11	discrimination	1	92	"step7,silence1000,step7"	same	0.344136	1000	step7	step7	same	yes
11	discrimination	1	93	"step7,silence2000,step5"	same	3.690201044	2000	step7	step5	different	no
11	discrimination	1	94	"step7,silence2000,step7"	same	0.874808073	2000	step7	step7	same	yes
11	discrimination	1	95	"step7,silence250,step5"	same	0.53137517	250	step7	step5	different	no
11	discrimination	1	96	"step7,silence250,step7"	same	0.369199991	250	step7	step7	same	yes
11	discrimination	1	97	"step7,silence500,step5"	same	1.789139032	500	step7	step5	different	no
11	discrimination	1	98	"step7,silence500,step7"	same	0.180337191	500	step7	step7	same	yes
11	discrimination	1	99	"step7,step5"	different	3.324632883	0	step7	step5	different	yes
11	discrimination	1	100	"step7,step7"	same	0.510644913	0	step7	step7	same	yes
11	identification	1	1	step1	_	5.745142221	NA	NA	NA	NA	NA
11	identification	1	2	step2	_	0.63605094	NA	NA	NA	NA	NA
11	identification	1	3	step3	_	0.279779196	NA	NA	NA	NA	NA
11	identification	1	4	step4	_	0.488900185	NA	NA	NA	NA	NA
11	identification	1	5	step5	i	0.659845114	NA	NA	NA	NA	NA
11	identification	1	6	step6	i	0.550127983	NA	NA	NA	NA	NA
11	identification	1	7	step7	i	0.430184841	NA	NA	NA	NA	NA
11	identification	1	8	step1	_	0.441223145	NA	NA	NA	NA	NA
11	identification	1	9	step2	_	1.367743969	NA	NA	NA	NA	NA
11	identification	1	10	step3	_	0.268731117	NA	NA	NA	NA	NA
11	identification	1	11	step4	_	0.631487131	NA	NA	NA	NA	NA
11	identification	1	12	step5	i	0.525023937	NA	NA	NA	NA	NA
11	identification	1	13	step6	i	0.397172928	NA	NA	NA	NA	NA
11	identification	1	14	step7	i	0.444390059	NA	NA	NA	NA	NA
11	identification	1	15	step1	_	0.439512968	NA	NA	NA	NA	NA
11	identification	1	16	step2	_	0.425286055	NA	NA	NA	NA	NA
11	identification	1	17	step3	_	0.597477913	NA	NA	NA	NA	NA
11	identification	1	18	step4	_	0.303759098	NA	NA	NA	NA	NA
11	identification	1	19	step5	i	0.320220947	NA	NA	NA	NA	NA
11	identification	1	20	step6	i	0.677837849	NA	NA	NA	NA	NA
11	identification	1	21	step7	i	0.476755142	NA	NA	NA	NA	NA
11	identification	1	22	step1	_	0.773799181	NA	NA	NA	NA	NA
11	identification	1	23	step2	_	0.534898996	NA	NA	NA	NA	NA
11	identification	1	24	step3	_	0.625622034	NA	NA	NA	NA	NA
11	identification	1	25	step4	_	0.486152887	NA	NA	NA	NA	NA
11	identification	1	26	step5	i	0.51884079	NA	NA	NA	NA	NA
11	identification	1	27	step6	i	0.391140938	NA	NA	NA	NA	NA
11	identification	1	28	step7	i	0.38684082	NA	NA	NA	NA	NA
11	identification	1	29	step1	_	0.337568045	NA	NA	NA	NA	NA
11	identification	1	30	step2	_	0.738074064	NA	NA	NA	NA	NA
11	identification	1	31	step3	_	0.297213793	NA	NA	NA	NA	NA
11	identification	1	32	step4	_	0.33017087	NA	NA	NA	NA	NA
11	identification	1	33	step5	i	0.369426012	NA	NA	NA	NA	NA
11	identification	1	34	step6	i	0.341086149	NA	NA	NA	NA	NA
11	identification	1	35	step7	i	0.352177858	NA	NA	NA	NA	NA
11	identification	1	36	step1	_	0.335129976	NA	NA	NA	NA	NA
11	identification	1	37	step2	_	0.590953112	NA	NA	NA	NA	NA
11	identification	1	38	step3	_	0.433943033	NA	NA	NA	NA	NA
11	identification	1	39	step4	_	0.295315981	NA	NA	NA	NA	NA
11	identification	1	40	step5	i	0.467123985	NA	NA	NA	NA	NA
11	identification	1	41	step6	i	0.358542919	NA	NA	NA	NA	NA
11	identification	1	42	step7	i	0.246515989	NA	NA	NA	NA	NA
11	identification	1	43	step1	_	0.239876986	NA	NA	NA	NA	NA
11	identification	1	44	step2	_	0.245632887	NA	NA	NA	NA	NA
11	identification	1	45	step3	_	0.268023968	NA	NA	NA	NA	NA
11	identification	1	46	step4	_	0.564713001	NA	NA	NA	NA	NA
11	identification	1	47	step5	i	0.856563807	NA	NA	NA	NA	NA
11	identification	1	48	step6	i	0.26266098	NA	NA	NA	NA	NA
11	identification	1	49	step7	i	0.263623953	NA	NA	NA	NA	NA
11	identification	1	50	step1	_	0.359138966	NA	NA	NA	NA	NA
11	identification	1	51	step2	_	0.704726934	NA	NA	NA	NA	NA
11	identification	1	52	step3	_	0.694018126	NA	NA	NA	NA	NA
11	identification	1	53	step4	_	0.387613773	NA	NA	NA	NA	NA
11	identification	1	54	step5	i	0.509498119	NA	NA	NA	NA	NA
11	identification	1	55	step6	i	0.391969919	NA	NA	NA	NA	NA
11	identification	1	56	step7	i	0.325405836	NA	NA	NA	NA	NA
11	identification	1	57	step1	_	0.370591879	NA	NA	NA	NA	NA
11	identification	1	58	step2	_	0.697482109	NA	NA	NA	NA	NA
11	identification	1	59	step3	_	0.31318903	NA	NA	NA	NA	NA
11	identification	1	60	step4	_	0.344537973	NA	NA	NA	NA	NA
11	identification	1	61	step5	i	1.00681591	NA	NA	NA	NA	NA
11	identification	1	62	step6	i	0.272984028	NA	NA	NA	NA	NA
11	identification	1	63	step7	i	0.573261023	NA	NA	NA	NA	NA
11	identification	1	64	step1	_	0.393663883	NA	NA	NA	NA	NA
11	identification	1	65	step2	_	0.655093908	NA	NA	NA	NA	NA
11	identification	1	66	step3	_	0.246937037	NA	NA	NA	NA	NA
11	identification	1	67	step4	_	0.26647687	NA	NA	NA	NA	NA
11	identification	1	68	step5	i	0.238955021	NA	NA	NA	NA	NA
11	identification	1	69	step6	i	0.264507055	NA	NA	NA	NA	NA
11	identification	1	70	step7	i	0.393198967	NA	NA	NA	NA	NA
12	discrimination	1	1	"step3,silence250,step5"	different	0.559878	250	step3	step5	different	yes
12	discrimination	1	2	"step3,silence250,step5"	different	1.390347472	250	step3	step5	different	yes
12	discrimination	1	3	"step1,silence1000,step1"	same	0.571630987	1000	step1	step1	same	yes
12	discrimination	1	4	"step1,silence1000,step3"	different	0.472539157	1000	step1	step3	different	yes
12	discrimination	1	5	"step1,silence2000,step1"	same	1.047475259	2000	step1	step1	same	yes
12	discrimination	1	6	"step1,silence2000,step3"	different	0.362691929	2000	step1	step3	different	yes
12	discrimination	1	7	"step1,silence250,step1"	same	0.388009316	250	step1	step1	same	yes
12	discrimination	1	8	"step1,silence250,step3"	different	0.882415853	250	step1	step3	different	yes
12	discrimination	1	9	"step1,silence500,step1"	same	0.291437723	500	step1	step1	same	yes
12	discrimination	1	10	"step1,silence500,step3"	different	0.685939647	500	step1	step3	different	yes
12	discrimination	1	11	"step1,step1"	same	1.172963853	0	step1	step1	same	yes
