participant	task	session	sequenceNumber	stimulus	response	reactionTime	interstimulusInterval	stepA	stepB	correctResponse	wasResponsecorrect
1	discrimination	1	1	"step1,silence1000,step1"	same	0.866043334	1000	step1	step1	same	yes
1	discrimination	1	2	"step1,silence1000,step1"	same	0.981169	1000	step1	step1	same	yes
1	discrimination	1	3	"step3,silence500,step1"	different	2.400328625	250	step3	step5	different	yes
1	discrimination	1	4	"step3,silence500,step1"	same	0.846825375	500	step3	step1	different	no
1	discrimination	1	5	"step1,silence1000,step3"	same	0.738746458	1000	step1	step3	different	no
1	discrimination	1	6	"step1,silence2000,step1"	same	1.71646125	2000	step1	step1	same	yes
1	discrimination	1	7	"step1,silence2000,step3"	same	0.781116917	2000	step1	step3	different	no
1	discrimination	1	8	"step1,silence250,step1"	same	0.853078166	250	step1	step1	same	yes
1	discrimination	1	9	"step1,silence250,step3"	same	1.439584625	250	step1	step3	different	no
1	discrimination	1	10	"step1,silence500,step1"	same	0.754435208	500	step1	step1	same	yes
1	discrimination	1	11	"step1,silence500,step3"	same	0.99854675	500	step1	step3	different	no
1	discrimination	1	12	"step1,step1"	same	2.899414292	0	step1	step1	same	yes
1	discrimination	1	13	"step1,step3"	same	1.031198167	0	step1	step3	different	no
1	discrimination	1	14	"step3,silence1000,step1"	different	2.87294625	1000	step3	step1	different	yes
1	discrimination	1	15	"step3,silence1000,step3"	same	0.97068225	1000	step3	step3	same	yes
1	discrimination	1	16	"step3,silence1000,step5"	different	2.102568917	1000	step3	step5	different	yes
1	discrimination	1	17	"step3,silence2000,step1"	different	1.657809167	2000	step3	step1	different	yes
1	discrimination	1	18	"step3,silence2000,step3"	different	1.868755	2000	step3	step3	same	no
1	discrimination	1	19	"step3,silence2000,step5"	different	0.839225584	2000	step3	step5	different	yes
1	discrimination	1	20	"step3,silence250,step1"	different	1.433113459	250	step3	step1	different	yes
1	discrimination	1	21	"step3,silence250,step3"	same	0.699868459	250	step3	step3	same	yes
1	discrimination	1	22	"step3,silence250,step5"	different	0.934487541	250	step3	step5	different	yes
1	discrimination	1	23	"step3,silence500,step3"	same	0.851197083	500	step3	step3	same	yes
1	discrimination	1	24	"step3,silence500,step5"	different	0.784523916	500	step3	step5	different	yes
1	discrimination	1	25	"step3,step1"	same	1.060458791	0	step3	step1	different	no
1	discrimination	1	26	"step3,step3"	same	3.754256875	0	step3	step3	same	yes
1	discrimination	1	27	"step3,step5"	same	2.316747792	0	step3	step5	different	no
1	discrimination	1	28	"step5,silence1000,step3"	different	1.399014625	1000	step5	step3	different	yes
1	discrimination	1	29	"step5,silence1000,step5"	same	0.832717041	1000	step5	step5	same	yes
1	discrimination	1	30	"step5,silence1000,step7"	different	1.521816292	1000	step5	step7	different	yes
1	discrimination	1	31	"step5,silence2000,step3"	different	1.641659708	2000	step5	step3	different	yes
1	discrimination	1	32	"step5,silence2000,step5"	same	3.645922792	2000	step5	step5	same	yes
1	discrimination	1	33	"step5,silence2000,step7"	different	0.864741792	2000	step5	step7	different	yes
1	discrimination	1	34	"step5,silence250,step3"	different	1.151475375	250	step5	step3	different	yes
1	discrimination	1	35	"step5,silence250,step5"	same	1.584592916	250	step5	step5	same	yes
1	discrimination	1	36	"step5,silence250,step7"	same	1.115658333	250	step5	step7	different	no
1	discrimination	1	37	"step5,silence500,step3"	different	1.120480916	500	step5	step3	different	yes
1	discrimination	1	38	"step5,silence500,step5"	same	1.236686959	500	step5	step5	same	yes
1	discrimination	1	39	"step5,silence500,step7"	same	0.92280775	500	step5	step7	different	no
1	discrimination	1	40	"step5,step3"	different	1.289126958	0	step5	step3	different	yes
1	discrimination	1	41	"step5,step5"	same	4.681500208	0	step5	step5	same	yes
1	discrimination	1	42	"step5,step7"	different	3.719618292	0	step5	step7	different	yes
1	discrimination	1	43	"step7,silence1000,step5"	different	1.234521125	1000	step7	step5	different	yes
1	discrimination	1	44	"step7,silence1000,step7"	same	0.983462	1000	step7	step7	same	yes
1	discrimination	1	45	"step7,silence2000,step5"	different	5.114608625	2000	step7	step5	different	yes
1	discrimination	1	46	"step7,silence2000,step7"	same	1.371898958	2000	step7	step7	same	yes
1	discrimination	1	47	"step7,silence250,step5"	different	2.385509042	250	step7	step5	different	yes
1	discrimination	1	48	"step7,silence250,step7"	same	0.813389708	250	step7	step7	same	yes
1	discrimination	1	49	"step7,silence500,step5"	different	1.072028208	500	step7	step5	different	yes
1	discrimination	1	50	"step7,silence500,step7"	same	1.314557125	500	step7	step7	same	yes
1	discrimination	1	51	"step7,step5"	different	1.174202167	0	step7	step5	different	yes
1	discrimination	1	52	"step7,step7"	same	0.982957834	0	step7	step7	same	yes
1	discrimination	1	53	"step1,silence1000,step3"	same	0.86843825	1000	step1	step3	different	no
1	discrimination	1	54	"step1,silence2000,step1"	same	0.773609166	2000	step1	step1	same	yes
1	discrimination	1	55	"step1,silence2000,step3"	different	12.455174	2000	step1	step3	different	yes
1	discrimination	1	56	"step1,silence250,step1"	same	0.923834583	250	step1	step1	same	yes
1	discrimination	1	57	"step1,silence250,step3"	different	3.096190333	250	step1	step3	different	yes
1	discrimination	1	58	"step1,silence500,step1"	same	0.767795291	500	step1	step1	same	yes
1	discrimination	1	59	"step1,silence500,step3"	same	0.999806042	500	step1	step3	different	no
1	discrimination	1	60	"step1,step1"	same	0.839133708	0	step1	step1	same	yes
1	discrimination	1	61	"step1,step3"	same	0.915693583	0	step1	step3	different	no
1	discrimination	1	62	"step3,silence1000,step1"	different	1.475871458	1000	step3	step1	different	yes
1	discrimination	1	63	"step3,silence1000,step3"	same	0.817795541	1000	step3	step3	same	yes
1	discrimination	1	64	"step3,silence1000,step5"	different	1.067002375	1000	step3	step5	different	yes
1	discrimination	1	65	"step3,silence2000,step1"	same	0.855768708	2000	step3	step1	different	no
1	discrimination	1	66	"step3,silence2000,step3"	same	2.872682584	2000	step3	step3	same	yes
1	discrimination	1	67	"step3,silence2000,step5"	different	1.289100458	2000	step3	step5	different	yes
1	discrimination	1	68	"step3,silence250,step1"	different	0.8369335	250	step3	step1	different	yes
1	discrimination	1	69	"step3,silence250,step3"	same	0.848020042	250	step3	step3	same	yes
1	discrimination	1	70	"step3,silence250,step5"	different	1.7025885	250	step3	step5	different	yes
1	discrimination	1	71	"step3,silence500,step3"	different	3.9306515	500	step3	step3	same	no
1	discrimination	1	72	"step3,silence500,step5"	same	3.25267125	500	step3	step5	different	no
1	discrimination	1	73	"step3,step1"	different	1.634682541	0	step3	step1	different	yes
1	discrimination	1	74	"step3,step3"	same	0.917729	0	step3	step3	same	yes
1	discrimination	1	75	"step3,step5"	different	1.317776584	0	step3	step5	different	yes
1	discrimination	1	76	"step5,silence1000,step3"	same	1.252258	1000	step5	step3	different	no
1	discrimination	1	77	"step5,silence1000,step5"	same	0.819403875	1000	step5	step5	same	yes
1	discrimination	1	78	"step5,silence1000,step7"	different	2.886271917	1000	step5	step7	different	yes
1	discrimination	1	79	"step5,silence2000,step3"	different	1.048567791	2000	step5	step3	different	yes
1	discrimination	1	80	"step5,silence2000,step5"	same	0.713959083	2000	step5	step5	same	yes
1	discrimination	1	81	"step5,silence2000,step7"	same	1.115130334	2000	step5	step7	different	no
1	discrimination	1	82	"step5,silence250,step3"	different	0.772201875	250	step5	step3	different	yes
1	discrimination	1	83	"step5,silence250,step5"	same	0.769877208	250	step5	step5	same	yes
1	discrimination	1	84	"step5,silence250,step7"	different	3.017830583	250	step5	step7	different	yes
1	discrimination	1	85	"step5,silence500,step3"	different	1.018608417	500	step5	step3	different	yes
1	discrimination	1	86	"step5,silence500,step5"	same	0.881221625	500	step5	step5	same	yes
1	discrimination	1	87	"step5,silence500,step7"	same	2.07372	500	step5	step7	different	no
1	discrimination	1	88	"step5,step3"	different	1.354865541	0	step5	step3	different	yes
1	discrimination	1	89	"step5,step5"	same	3.250959708	0	step5	step5	same	yes
1	discrimination	1	90	"step5,step7"	different	2.117683542	0	step5	step7	different	yes
1	discrimination	1	91	"step7,silence1000,step5"	different	2.633851958	1000	step7	step5	different	yes
1	discrimination	1	92	"step7,silence1000,step7"	same	0.754470458	1000	step7	step7	same	yes
1	discrimination	1	93	"step7,silence2000,step5"	same	0.918629958	2000	step7	step5	different	no
1	discrimination	1	94	"step7,silence2000,step7"	same	1.349327959	2000	step7	step7	same	yes
1	discrimination	1	95	"step7,silence250,step5"	different	0.851836208	250	step7	step5	different	yes
1	discrimination	1	96	"step7,silence250,step7"	same	0.734294833	250	step7	step7	same	yes
1	discrimination	1	97	"step7,silence500,step5"	different	1.830868666	500	step7	step5	different	yes
1	discrimination	1	98	"step7,silence500,step7"	same	0.831614875	500	step7	step7	same	yes
1	discrimination	1	99	"step7,step5"	different	1.065822084	0	step7	step5	different	yes
1	discrimination	1	100	"step7,step7"	same	1.523034	0	step7	step7	same	yes
1	identification	1	1	step1	i	1.149755625	NA	NA	NA	NA	NA
1	identification	1	2	step1	i	1.0501225	NA	NA	NA	NA	NA
1	identification	1	3	step1	i	1.050324084	NA	NA	NA	NA	NA
1	identification	1	4	step1	i	1.23842475	NA	NA	NA	NA	NA
1	identification	1	5	step1	i	1.186865291	NA	NA	NA	NA	NA
1	identification	1	6	step1	i	1.039461916	NA	NA	NA	NA	NA
1	identification	1	7	step1	i	1.152631084	NA	NA	NA	NA	NA
1	identification	1	8	step1	i	1.007042667	NA	NA	NA	NA	NA
1	identification	1	9	step1	i	1.098439834	NA	NA	NA	NA	NA
1	identification	1	10	step1	i	0.899360959	NA	NA	NA	NA	NA
1	identification	1	11	step5	i	0.806991167	NA	NA	NA	NA	NA
1	identification	1	12	step5	i	1.031976333	NA	NA	NA	NA	NA
1	identification	1	13	step5	_	1.073532	NA	NA	NA	NA	NA
1	identification	1	14	step5	_	1.06822325	NA	NA	NA	NA	NA
1	identification	1	15	step5	i	1.033151584	NA	NA	NA	NA	NA
1	identification	1	16	step5	_	0.918706167	NA	NA	NA	NA	NA
1	identification	1	17	step5	_	1.2514005	NA	NA	NA	NA	NA
1	identification	1	18	step5	_	0.803550458	NA	NA	NA	NA	NA
1	identification	1	19	step5	_	1.087029042	NA	NA	NA	NA	NA
1	identification	1	20	step5	_	0.951722333	NA	NA	NA	NA	NA
1	identification	1	21	step2	i	1.133821958	NA	NA	NA	NA	NA
1	identification	1	22	step3	i	1.134801583	NA	NA	NA	NA	NA
1	identification	1	23	step4	i	1.200720791	NA	NA	NA	NA	NA
1	identification	1	24	step6	_	0.754817375	NA	NA	NA	NA	NA
1	identification	1	25	step7	_	1.761180042	NA	NA	NA	NA	NA
1	identification	1	26	step2	i	1.022718708	NA	NA	NA	NA	NA
1	identification	1	27	step3	i	1.04629025	NA	NA	NA	NA	NA
1	identification	1	28	step4	i	1.316175625	NA	NA	NA	NA	NA
1	identification	1	29	step6	_	1.101902708	NA	NA	NA	NA	NA
1	identification	1	30	step7	_	1.034076292	NA	NA	NA	NA	NA
1	identification	1	31	step2	i	1.048548959	NA	NA	NA	NA	NA
1	identification	1	32	step3	i	1.056327	NA	NA	NA	NA	NA
1	identification	1	33	step4	_	8.068284167	NA	NA	NA	NA	NA
1	identification	1	34	step6	_	0.985634333	NA	NA	NA	NA	NA
1	identification	1	35	step7	_	0.884847917	NA	NA	NA	NA	NA
1	identification	1	36	step2	i	1.066539458	NA	NA	NA	NA	NA
1	identification	1	37	step3	i	1.0137475	NA	NA	NA	NA	NA
1	identification	1	38	step4	_	0.946104542	NA	NA	NA	NA	NA
1	identification	1	39	step6	_	1.080810416	NA	NA	NA	NA	NA
1	identification	1	40	step7	_	1.099112166	NA	NA	NA	NA	NA
1	identification	1	41	step2	i	1.169833167	NA	NA	NA	NA	NA
1	identification	1	42	step3	i	1.157524416	NA	NA	NA	NA	NA
1	identification	1	43	step4	i	1.01727875	NA	NA	NA	NA	NA
1	identification	1	44	step6	_	0.837189167	NA	NA	NA	NA	NA
1	identification	1	45	step7	_	1.367693625	NA	NA	NA	NA	NA
1	identification	1	46	step2	i	1.118746584	NA	NA	NA	NA	NA
1	identification	1	47	step3	i	0.95509675	NA	NA	NA	NA	NA
1	identification	1	48	step4	i	1.300347333	NA	NA	NA	NA	NA
1	identification	1	49	step6	_	0.971468167	NA	NA	NA	NA	NA
1	identification	1	50	step7	_	0.879337458	NA	NA	NA	NA	NA
1	identification	1	51	step2	i	0.974505208	NA	NA	NA	NA	NA
1	identification	1	52	step3	i	1.021057542	NA	NA	NA	NA	NA
1	identification	1	53	step4	_	1.2061045	NA	NA	NA	NA	NA
1	identification	1	54	step6	_	1.40235175	NA	NA	NA	NA	NA
1	identification	1	55	step7	_	1.183977708	NA	NA	NA	NA	NA
1	identification	1	56	step2	i	0.974826209	NA	NA	NA	NA	NA
1	identification	1	57	step3	i	0.956901541	NA	NA	NA	NA	NA
1	identification	1	58	step4	i	0.948550666	NA	NA	NA	NA	NA
1	identification	1	59	step6	_	0.932831791	NA	NA	NA	NA	NA
1	identification	1	60	step7	_	1.56671125	NA	NA	NA	NA	NA
1	identification	1	61	step2	i	0.990051458	NA	NA	NA	NA	NA
1	identification	1	62	step3	i	0.7467835	NA	NA	NA	NA	NA
1	identification	1	63	step4	i	1.037341958	NA	NA	NA	NA	NA
1	identification	1	64	step6	_	1.99042275	NA	NA	NA	NA	NA
1	identification	1	65	step7	_	1.172214333	NA	NA	NA	NA	NA
1	identification	1	66	step2	i	1.223120833	NA	NA	NA	NA	NA
1	identification	1	67	step3	i	1.063963	NA	NA	NA	NA	NA
1	identification	1	68	step4	i	1.165142083	NA	NA	NA	NA	NA
1	identification	1	69	step6	_	0.902898458	NA	NA	NA	NA	NA
1	identification	1	70	step7	_	4.018145209	NA	NA	NA	NA	NA
2	discrimination	1	1	"step1,silence1000,step1"	same	0.829789162	1000	step1	step1	same	yes
2	discrimination	1	2	"step1,silence1000,step3"	same	0.895482063	1000	step1	step3	different	no
2	discrimination	1	3	"step1,silence2000,step1"	same	0.756257772	2000	step1	step1	same	yes
2	discrimination	1	4	"step1,silence2000,step3"	same	3.948671818	2000	step1	step3	different	no
2	discrimination	1	5	"step1,silence250,step1"	same	0.499097824	250	step1	step1	same	yes
2	discrimination	1	6	"step1,silence250,step3"	same	0.79155302	250	step1	step3	different	no
2	discrimination	1	7	"step1,silence500,step1"	same	0.48828578	500	step1	step1	same	yes
2	discrimination	1	8	"step1,silence500,step3"	same	0.746375322	500	step1	step3	different	no
2	discrimination	1	9	"step1,step1"	same	1.841351986	0	step1	step1	same	yes
2	discrimination	1	10	"step1,step3"	same	0.977593899	0	step1	step3	different	no
2	discrimination	1	11	"step3,silence1000,step1"	same	0.94857502	1000	step3	step1	different	no
2	discrimination	1	12	"step3,silence1000,step3"	same	3.659738779	1000	step3	step3	same	yes
2	discrimination	1	13	"step3,silence1000,step5"	different	1.678353071	1000	step3	step5	different	yes
2	discrimination	1	14	"step3,silence2000,step1"	different	7.33971405	2000	step3	step1	different	yes
2	discrimination	1	15	"step3,silence2000,step3"	same	0.753399849	2000	step3	step3	same	yes
2	discrimination	1	16	"step3,silence2000,step5"	same	0.732384205	2000	step3	step5	different	no
2	discrimination	1	17	"step3,silence250,step1"	same	0.959655285	250	step3	step1	different	no
2	discrimination	1	18	"step3,silence250,step3"	same	0.73637104	250	step3	step3	same	yes
2	discrimination	1	19	"step3,silence250,step5"	different	5.577032089	250	step3	step5	different	yes
2	discrimination	1	20	"step3,silence500,step1"	different	0.877583027	500	step3	step1	different	yes
2	discrimination	1	21	"step3,silence500,step3"	same	0.586323977	500	step3	step3	same	yes
2	discrimination	1	22	"step3,silence500,step5"	same	0.965692759	500	step3	step5	different	no
2	discrimination	1	23	"step3,step1"	same	0.817863941	0	step3	step1	different	no
2	discrimination	1	24	"step3,step3"	same	1.002614021	0	step3	step3	same	yes
2	discrimination	1	25	"step3,step5"	same	2.280855894	0	step3	step5	different	no
2	discrimination	1	26	"step5,silence1000,step3"	same	1.802157164	1000	step5	step3	different	no
2	discrimination	1	27	"step5,silence1000,step5"	same	1.01591301	1000	step5	step5	same	yes
2	discrimination	1	28	"step5,silence1000,step7"	different	3.468298197	1000	step5	step7	different	yes
2	discrimination	1	29	"step5,silence2000,step3"	same	0.912918091	2000	step5	step3	different	no
2	discrimination	1	30	"step5,silence2000,step5"	same	2.603625298	2000	step5	step5	same	yes
2	discrimination	1	31	"step5,silence2000,step7"	different	1.539008141	2000	step5	step7	different	yes
2	discrimination	1	32	"step5,silence250,step3"	different	1.052921057	250	step5	step3	different	yes
2	discrimination	1	33	"step5,silence250,step5"	same	1.269905806	250	step5	step5	same	yes
2	discrimination	1	34	"step5,silence250,step7"	different	2.08886981	250	step5	step7	different	yes
2	discrimination	1	35	"step5,silence500,step3"	different	1.107462168	500	step5	step3	different	yes
2	discrimination	1	36	"step5,silence500,step5"	same	1.078947067	500	step5	step5	same	yes
2	discrimination	1	37	"step5,silence500,step7"	different	1.358078957	500	step5	step7	different	yes
2	discrimination	1	38	"step5,step3"	same	1.313369751	0	step5	step3	different	no
2	discrimination	1	39	"step5,step5"	same	5.130629778	0	step5	step5	same	yes
2	discrimination	1	40	"step5,step7"	different	2.249411821	0	step5	step7	different	yes
2	discrimination	1	41	"step7,silence1000,step5"	different	1.133723736	1000	step7	step5	different	yes
2	discrimination	1	42	"step7,silence1000,step7"	same	0.876912832	1000	step7	step7	same	yes
2	discrimination	1	43	"step7,silence2000,step5"	different	0.839985847	2000	step7	step5	different	yes
2	discrimination	1	44	"step7,silence2000,step7"	same	1.069666147	2000	step7	step7	same	yes
2	discrimination	1	45	"step7,silence250,step5"	different	1.788069963	250	step7	step5	different	yes
2	discrimination	1	46	"step7,silence250,step7"	same	0.556859016	250	step7	step7	same	yes
2	discrimination	1	47	"step7,silence500,step5"	same	1.960891008	500	step7	step5	different	no
2	discrimination	1	48	"step7,silence500,step7"	same	0.980038881	500	step7	step7	same	yes
2	discrimination	1	49	"step7,step5"	different	1.917176723	0	step7	step5	different	yes
2	discrimination	1	50	"step7,step7"	same	1.286736012	0	step7	step7	same	yes
2	discrimination	1	51	"step1,silence1000,step1"	same	0.555528164	1000	step1	step1	same	yes
2	discrimination	1	52	"step1,silence1000,step3"	same	0.536149979	1000	step1	step3	different	no
2	discrimination	1	53	"step1,silence2000,step1"	same	0.515416145	2000	step1	step1	same	yes
2	discrimination	1	54	"step1,silence2000,step3"	same	1.564819098	2000	step1	step3	different	no
2	discrimination	1	55	"step1,silence250,step1"	same	3.257211208	250	step1	step1	same	yes
2	discrimination	1	56	"step1,silence250,step3"	same	1.619115829	250	step1	step3	different	no
2	discrimination	1	57	"step1,silence500,step1"	same	0.523256779	500	step1	step1	same	yes
2	discrimination	1	58	"step1,silence500,step3"	same	1.104995728	500	step1	step3	different	no
2	discrimination	1	59	"step1,step1"	same	2.524413109	0	step1	step1	same	yes
2	discrimination	1	60	"step1,step3"	same	0.890394926	0	step1	step3	different	no
2	discrimination	1	61	"step3,silence1000,step1"	different	0.89666605	1000	step3	step1	different	yes
2	discrimination	1	62	"step3,silence1000,step3"	same	1.139513969	1000	step3	step3	same	yes
2	discrimination	1	63	"step3,silence1000,step5"	same	7.947939157	1000	step3	step5	different	no
2	discrimination	1	64	"step3,silence2000,step1"	same	1.006780863	2000	step3	step1	different	no
2	discrimination	1	65	"step3,silence2000,step3"	same	0.888360977	2000	step3	step3	same	yes
2	discrimination	1	66	"step3,silence2000,step5"	different	11.36388516	2000	step3	step5	different	yes
2	discrimination	1	67	"step3,silence250,step1"	same	4.367241859	250	step3	step1	different	no
2	discrimination	1	68	"step3,silence250,step3"	same	1.088205099	250	step3	step3	same	yes
2	discrimination	1	69	"step3,silence250,step5"	different	0.77820611	250	step3	step5	different	yes
2	discrimination	1	70	"step3,silence500,step1"	different	0.971941948	500	step3	step1	different	yes
2	discrimination	1	71	"step3,silence500,step3"	same	3.566494942	500	step3	step3	same	yes
2	discrimination	1	72	"step3,silence500,step5"	different	8.515702963	500	step3	step5	different	yes
2	discrimination	1	73	"step3,step1"	different	1.806772947	0	step3	step1	different	yes
2	discrimination	1	74	"step3,step3"	same	5.605751991	0	step3	step3	same	yes
2	discrimination	1	75	"step3,step5"	different	1.077674866	0	step3	step5	different	yes
2	discrimination	1	76	"step5,silence1000,step3"	different	1.501703024	1000	step5	step3	different	yes
2	discrimination	1	77	"step5,silence1000,step5"	same	3.074134827	1000	step5	step5	same	yes
2	discrimination	1	78	"step5,silence1000,step7"	same	1.590167999	1000	step5	step7	different	no
2	discrimination	1	79	"step5,silence2000,step3"	different	1.202530861	2000	step5	step3	different	yes
2	discrimination	1	80	"step5,silence2000,step5"	same	3.480605841	2000	step5	step5	same	yes
2	discrimination	1	81	"step5,silence2000,step7"	different	6.998535156	2000	step5	step7	different	yes
2	discrimination	1	82	"step5,silence250,step3"	different	6.719645023	250	step5	step3	different	yes
2	discrimination	1	83	"step5,silence250,step5"	same	1.850927114	250	step5	step5	same	yes
2	discrimination	1	84	"step5,silence250,step7"	different	5.257015944	250	step5	step7	different	yes
2	discrimination	1	85	"step5,silence500,step3"	different	4.564321041	500	step5	step3	different	yes
2	discrimination	1	86	"step5,silence500,step5"	same	3.912866116	500	step5	step5	same	yes
2	discrimination	1	87	"step5,silence500,step7"	same	4.313544989	500	step5	step7	different	no
2	discrimination	1	88	"step5,step3"	different	4.985507965	0	step5	step3	different	yes
2	discrimination	1	89	"step5,step5"	same	2.788832903	0	step5	step5	same	yes
2	discrimination	1	90	"step5,step7"	different	1.723222017	0	step5	step7	different	yes
2	discrimination	1	91	"step7,silence1000,step5"	same	3.004375696	1000	step7	step5	different	no
2	discrimination	1	92	"step7,silence1000,step7"	same	6.438347101	1000	step7	step7	same	yes
2	discrimination	1	93	"step7,silence2000,step5"	same	4.490570068	2000	step7	step5	different	no
2	discrimination	1	94	"step7,silence2000,step7"	same	1.200443983	2000	step7	step7	same	yes
2	discrimination	1	95	"step7,silence250,step5"	different	12.87919593	250	step7	step5	different	yes
2	discrimination	1	96	"step7,silence250,step7"	same	1.367433071	250	step7	step7	same	yes
2	discrimination	1	97	"step7,silence500,step5"	different	1.18955493	500	step7	step5	different	yes
2	discrimination	1	98	"step7,silence500,step7"	same	3.029028177	500	step7	step7	same	yes
2	discrimination	1	99	"step7,step5"	different	4.643489838	0	step7	step5	different	yes
2	discrimination	1	100	"step7,step7"	same	2.588854074	0	step7	step7	same	yes
2	identification	1	1	step1	i	0.843127012	NA	NA	NA	NA	NA
2	identification	1	2	step2	i	1.070255995	NA	NA	NA	NA	NA
2	identification	1	3	step3	i	0.434778214	NA	NA	NA	NA	NA
2	identification	1	4	step4	i	2.257442236	NA	NA	NA	NA	NA
2	identification	1	5	step5	i	0.416924953	NA	NA	NA	NA	NA
2	identification	1	6	step6	_	0.534322977	NA	NA	NA	NA	NA
2	identification	1	7	step7	_	0.897886992	NA	NA	NA	NA	NA
2	identification	1	8	step1	i	0.552951097	NA	NA	NA	NA	NA
2	identification	1	9	step2	i	0.429989815	NA	NA	NA	NA	NA
2	identification	1	10	step3	i	0.429589987	NA	NA	NA	NA	NA
2	identification	1	11	step4	i	0.38146615	NA	NA	NA	NA	NA
2	identification	1	12	step5	i	0.418968916	NA	NA	NA	NA	NA
2	identification	1	13	step6	_	4.870460987	NA	NA	NA	NA	NA
2	identification	1	14	step7	_	0.714409113	NA	NA	NA	NA	NA
2	identification	1	15	step1	i	0.419891119	NA	NA	NA	NA	NA
2	identification	1	16	step2	i	0.426256895	NA	NA	NA	NA	NA
2	identification	1	17	step3	i	0.579946041	NA	NA	NA	NA	NA
2	identification	1	18	step4	i	0.642376184	NA	NA	NA	NA	NA
2	identification	1	19	step5	i	0.588032961	NA	NA	NA	NA	NA
2	identification	1	20	step6	i	0.843842745	NA	NA	NA	NA	NA
2	identification	1	21	step7	_	1.172116995	NA	NA	NA	NA	NA
2	identification	1	22	step1	i	0.467126131	NA	NA	NA	NA	NA
2	identification	1	23	step2	i	0.407338858	NA	NA	NA	NA	NA
2	identification	1	24	step3	i	0.492218971	NA	NA	NA	NA	NA
2	identification	1	25	step4	i	0.730605125	NA	NA	NA	NA	NA
2	identification	1	26	step5	i	0.444267035	NA	NA	NA	NA	NA
2	identification	1	27	step6	_	0.492851019	NA	NA	NA	NA	NA
2	identification	1	28	step7	_	1.003471851	NA	NA	NA	NA	NA
2	identification	1	29	step1	i	0.39252305	NA	NA	NA	NA	NA
2	identification	1	30	step2	i	0.360929012	NA	NA	NA	NA	NA
2	identification	1	31	step3	i	0.526928902	NA	NA	NA	NA	NA
2	identification	1	32	step4	i	0.391876936	NA	NA	NA	NA	NA
2	identification	1	33	step5	i	0.347259998	NA	NA	NA	NA	NA
2	identification	1	34	step6	_	1.254817009	NA	NA	NA	NA	NA
2	identification	1	35	step7	_	0.516821861	NA	NA	NA	NA	NA
2	identification	1	36	step1	i	0.737328053	NA	NA	NA	NA	NA
2	identification	1	37	step2	i	0.727873802	NA	NA	NA	NA	NA
2	identification	1	38	step3	i	0.340628147	NA	NA	NA	NA	NA
2	identification	1	39	step4	i	0.394901991	NA	NA	NA	NA	NA
2	identification	1	40	step5	i	0.413204908	NA	NA	NA	NA	NA
2	identification	1	41	step6	_	0.809808731	NA	NA	NA	NA	NA
2	identification	1	42	step7	_	0.44162488	NA	NA	NA	NA	NA
2	identification	1	43	step1	i	0.406090975	NA	NA	NA	NA	NA
2	identification	1	44	step2	i	0.373175859	NA	NA	NA	NA	NA
2	identification	1	45	step3	i	0.39685607	NA	NA	NA	NA	NA
2	identification	1	46	step4	i	0.724418163	NA	NA	NA	NA	NA
2	identification	1	47	step5	i	1.217946053	NA	NA	NA	NA	NA
2	identification	1	48	step6	_	0.550621748	NA	NA	NA	NA	NA
2	identification	1	49	step7	_	0.46350193	NA	NA	NA	NA	NA
2	identification	1	50	step1	i	0.593050957	NA	NA	NA	NA	NA
2	identification	1	51	step2	i	0.587998867	NA	NA	NA	NA	NA
2	identification	1	52	step3	i	0.50899601	NA	NA	NA	NA	NA
2	identification	1	53	step4	i	0.440749168	NA	NA	NA	NA	NA
2	identification	1	54	step5	_	0.418756962	NA	NA	NA	NA	NA
2	identification	1	55	step6	_	0.468551159	NA	NA	NA	NA	NA
2	identification	1	56	step7	_	0.456207991	NA	NA	NA	NA	NA
2	identification	1	57	step1	i	0.549626827	NA	NA	NA	NA	NA
2	identification	1	58	step2	i	0.406141996	NA	NA	NA	NA	NA
2	identification	1	59	step3	i	0.475365162	NA	NA	NA	NA	NA
2	identification	1	60	step4	i	0.528083324	NA	NA	NA	NA	NA
2	identification	1	61	step5	i	0.915792704	NA	NA	NA	NA	NA
2	identification	1	62	step6	_	0.464836121	NA	NA	NA	NA	NA
2	identification	1	63	step7	_	1.005376101	NA	NA	NA	NA	NA
2	identification	1	64	step1	i	2.179535151	NA	NA	NA	NA	NA
2	identification	1	65	step2	i	0.479630947	NA	NA	NA	NA	NA
2	identification	1	66	step3	i	0.397763968	NA	NA	NA	NA	NA
2	identification	1	67	step4	i	1.054867029	NA	NA	NA	NA	NA
2	identification	1	68	step5	i	0.437574148	NA	NA	NA	NA	NA
2	identification	1	69	step6	_	0.796808958	NA	NA	NA	NA	NA
2	identification	1	70	step7	_	0.941460848	NA	NA	NA	NA	NA
3	discrimination	1	1	"step1,silence1000,step1"	same	1.195584402	1000	step1	step1	same	yes
3	discrimination	1	2	"step1,silence1000,step3"	same	4.653133175	1000	step1	step3	different	no
3	discrimination	1	3	"step1,silence2000,step1"	same	0.227389435	2000	step1	step1	same	yes
3	discrimination	1	4	"step1,silence2000,step3"	same	0.34608654	2000	step1	step3	different	no
3	discrimination	1	5	"step1,silence250,step1"	same	0.536091881	250	step1	step1	same	yes
3	discrimination	1	6	"step1,silence250,step3"	same	1.73214575	250	step1	step3	different	no
