durationstep,LongKey,vowel,SpecificOrigCoda,OrigCoda,trial,response,Longresps,responsetime,participant,order
8,left,i,d,voiced,30,left,1,1.21645999,107,uai
1,left,i,d,voiced,34,left,1,0.696570873,107,uai
6,left,i,g,voiced,36,left,1,1.202234983,107,uai
9,left,i,g,voiced,39,right,0,1.624921083,107,uai
10,left,u,d,voiced,0,left,1,10.18546391,108,uia
6,left,u,d,voiced,2,left,1,1.554087162,108,uia
1,left,u,g,voiced,3,right,0,1.40213418,108,uia
8,left,u,d,voiced,8,left,1,0.966438055,108,uia
2,left,u,d,voiced,11,right,0,5.624778032,108,uia
2,left,u,g,voiced,13,left,1,1.404372931,108,uia
1,left,u,d,voiced,14,right,0,1.218831062,108,uia
3,left,u,g,voiced,16,left,1,1.067373991,108,uia
8,left,u,g,voiced,18,left,1,1.303828001,108,uia
4,left,u,g,voiced,19,left,1,1.218703985,108,uia
7,left,u,g,voiced,20,left,1,1.030670166,108,uia
3,left,u,d,voiced,21,right,0,1.049659014,108,uia
6,left,u,g,voiced,23,left,1,0.999588966,108,uia
4,left,u,d,voiced,24,right,0,2.330783129,108,uia
7,left,u,d,voiced,29,left,1,1.823845863,108,uia
10,left,u,g,voiced,30,left,1,1.03071785,108,uia
9,left,u,g,voiced,31,left,1,1.101800203,108,uia
5,left,u,g,voiced,34,left,1,2.282352924,108,uia
9,left,u,d,voiced,36,left,1,1.016560793,108,uia
5,left,u,d,voiced,37,left,1,2.232847214,108,uia
3,left,i,g,voiced,0,right,0,1.65797019,108,uia
4,left,i,g,voiced,1,right,0,0.878505945,108,uia
5,left,i,d,voiced,3,right,0,2.113499165,108,uia
8,left,i,g,voiced,5,left,1,2.280166149,108,uia
8,left,i,d,voiced,8,left,1,1.625099182,108,uia
2,left,i,g,voiced,9,right,0,0.914803982,108,uia
10,left,i,g,voiced,10,left,1,1.402076006,108,uia
6,left,i,g,voiced,11,right,0,1.067746162,108,uia
9,left,i,d,voiced,13,right,0,3.920506954,108,uia
6,left,i,d,voiced,14,left,1,2.890705109,108,uia
2,left,i,d,voiced,16,right,0,1.01733017,108,uia
1,left,i,g,voiced,22,right,0,0.965751886,108,uia
10,left,i,d,voiced,23,left,1,0.965137005,108,uia
1,left,i,d,voiced,26,right,0,0.99977994,108,uia
4,left,i,d,voiced,28,right,0,0.743883848,108,uia
7,left,i,g,voiced,30,left,1,0.932122946,108,uia
5,left,i,g,voiced,32,left,1,1.692610979,108,uia
9,left,i,g,voiced,34,left,1,1.47218585,108,uia
3,left,i,d,voiced,35,right,0,0.897911072,108,uia
7,left,i,d,voiced,39,right,0,1.337553024,108,uia
8,left,a,d,voiced,0,right,0,3.229223013,108,uia
3,left,a,d,voiced,2,right,0,0.864784002,108,uia
3,left,a,g,voiced,3,right,0,0.931869984,108,uia
6,left,a,g,voiced,4,right,0,0.965615034,108,uia
2,left,a,d,voiced,6,right,0,1.102005959,108,uia
10,left,a,g,voiced,8,left,1,1.401871204,108,uia
1,left,a,d,voiced,9,right,0,1.165636063,108,uia
6,left,a,d,voiced,10,right,0,4.444427013,108,uia
9,left,a,d,voiced,11,left,1,0.948923111,108,uia
10,left,a,d,voiced,13,left,1,0.797346115,108,uia
5,left,a,d,voiced,14,left,1,0.796388865,108,uia
4,left,a,g,voiced,15,right,0,1.050942898,108,uia
2,left,a,g,voiced,17,right,0,0.962970972,108,uia
7,left,a,g,voiced,18,right,0,0.848447084,108,uia
4,left,a,d,voiced,20,left,1,2.114650965,108,uia
9,left,a,g,voiced,22,left,1,1.135207176,108,uia
8,left,a,g,voiced,25,left,1,1.100861073,108,uia
1,left,a,g,voiced,30,right,0,0.814443827,108,uia
5,left,a,g,voiced,37,right,0,0.895610809,108,uia
7,left,a,d,voiced,39,left,1,0.965376854,108,uia
6,right,i,d,voiced,0,right,1,1.424540997,110,iua
4,right,i,g,voiced,2,right,1,1.506862879,110,iua
9,right,i,g,voiced,3,right,1,1.089119196,110,iua
5,right,i,d,voiced,8,right,1,0.905343056,110,iua
9,right,i,d,voiced,10,right,1,1.022773981,110,iua
8,right,i,d,voiced,12,right,1,0.8216362,110,iua
3,right,i,g,voiced,13,right,1,0.822252035,110,iua
7,right,i,d,voiced,14,right,1,1.541295052,110,iua
3,right,i,d,voiced,20,left,0,1.556813002,110,iua
10,right,i,d,voiced,23,right,1,1.374094963,110,iua
4,right,i,d,voiced,24,left,0,1.573240042,110,iua
1,right,i,g,voiced,27,left,0,1.023144007,110,iua
2,right,i,d,voiced,28,left,0,2.142463923,110,iua
5,right,i,g,voiced,29,right,1,0.98977685,110,iua
1,right,i,d,voiced,31,left,0,1.289038181,110,iua
10,right,i,g,voiced,32,right,1,1.474540949,110,iua
2,right,i,g,voiced,34,left,0,1.406951904,110,iua
8,right,i,g,voiced,35,right,1,1.390727997,110,iua
6,right,i,g,voiced,36,right,1,0.889514923,110,iua
7,right,i,g,voiced,39,right,1,0.888690948,110,iua
3,right,u,g,voiced,1,right,1,1.691018105,110,iua
9,right,u,g,voiced,2,right,1,1.440762997,110,iua
3,right,u,d,voiced,3,left,0,0.955145121,110,iua
1,right,u,d,voiced,13,left,0,1.002879858,110,iua
9,right,u,d,voiced,14,right,1,1.286587954,110,iua
8,right,u,g,voiced,15,right,1,0.973373175,110,iua
2,right,u,d,voiced,19,left,0,0.936313152,110,iua
7,right,u,d,voiced,20,left,0,1.504092932,110,iua
5,right,u,d,voiced,22,left,0,2.007996082,110,iua
8,right,u,d,voiced,23,right,1,1.173532009,110,iua
10,right,u,d,voiced,24,right,1,0.956125975,110,iua
4,right,u,d,voiced,25,right,1,1.139791965,110,iua
2,right,u,g,voiced,26,left,0,1.090209007,110,iua
4,right,u,g,voiced,29,left,0,2.043565035,110,iua
1,right,u,g,voiced,31,left,0,1.289414883,110,iua
10,right,u,g,voiced,32,right,1,1.307107925,110,iua
6,right,u,d,voiced,34,right,1,0.705609083,110,iua
6,right,u,g,voiced,35,right,1,1.257047892,110,iua
7,right,u,g,voiced,38,right,1,1.273823023,110,iua
5,right,u,g,voiced,39,right,1,1.240509033,110,iua
1,right,a,g,voiced,1,left,0,1.439678907,110,iua
7,right,a,d,voiced,2,right,1,1.039442062,110,iua
6,right,a,d,voiced,5,left,0,1.323712111,110,iua
5,right,a,g,voiced,6,right,1,0.988693953,110,iua
6,right,a,g,voiced,7,right,1,1.641313076,110,iua
7,right,a,g,voiced,8,right,1,1.373070002,110,iua
9,right,a,d,voiced,10,left,0,2.926681042,110,iua
10,right,a,d,voiced,11,left,0,1.303761959,110,iua
2,right,a,d,voiced,12,left,0,1.055951118,110,iua
3,right,a,g,voiced,17,right,1,0.955837011,110,iua
8,right,a,d,voiced,19,left,0,2.242723942,110,iua
4,right,a,g,voiced,20,right,1,1.002772093,110,iua
3,right,a,d,voiced,21,left,0,1.10306406,110,iua
9,right,a,g,voiced,27,right,1,1.590131998,110,iua
1,right,a,d,voiced,28,left,0,1.072891951,110,iua
5,right,a,d,voiced,31,right,1,1.390774965,110,iua
2,right,a,g,voiced,33,right,1,1.357285023,110,iua
8,right,a,g,voiced,35,right,1,2.175951958,110,iua
10,right,a,g,voiced,37,right,1,1.039350986,110,iua
4,right,a,d,voiced,39,left,0,1.507255077,110,iua
6,right,u,g,voiced,0,right,1,1.808985949,111,uai
10,right,u,d,voiced,1,right,1,1.155730009,111,uai
9,right,u,d,voiced,2,right,1,1.041850805,111,uai
3,right,u,g,voiced,3,left,0,1.2723279,111,uai
8,right,u,g,voiced,4,left,0,1.039785147,111,uai
2,right,u,g,voiced,8,right,1,1.807580948,111,uai
7,right,u,d,voiced,10,left,0,1.089004993,111,uai
1,right,u,g,voiced,15,left,0,1.022974014,111,uai
5,right,u,g,voiced,18,left,0,0.955421925,111,uai
2,right,u,d,voiced,21,left,0,0.869301081,111,uai
1,right,u,d,voiced,24,left,0,1.13986516,111,uai
8,right,u,d,voiced,27,right,1,1.073642969,111,uai
4,right,u,d,voiced,28,right,1,0.855960131,111,uai
3,right,u,d,voiced,29,right,1,0.802088976,111,uai
9,right,u,g,voiced,30,right,1,0.889185905,111,uai
4,right,u,g,voiced,32,left,0,1.036273003,111,uai
6,right,u,d,voiced,35,right,1,1.072127104,111,uai
7,right,u,g,voiced,37,left,0,1.0223279,111,uai
10,right,u,g,voiced,38,right,1,0.939288855,111,uai
5,right,u,d,voiced,39,right,1,1.123648882,111,uai
3,right,a,d,voiced,8,left,0,1.056456089,111,uai
8,right,a,g,voiced,9,left,0,1.170109034,111,uai
6,right,a,g,voiced,10,left,0,1.69007802,111,uai
10,right,a,g,voiced,12,right,1,1.106390953,111,uai
3,right,a,g,voiced,14,right,1,0.939180136,111,uai
1,right,a,g,voiced,15,right,1,0.939189911,111,uai
2,right,a,g,voiced,16,right,1,0.971910954,111,uai
9,right,a,d,voiced,17,right,1,1.00551486,111,uai
6,right,a,d,voiced,18,right,1,1.390506029,111,uai
9,right,a,g,voiced,19,right,1,1.389595032,111,uai
1,right,a,d,voiced,22,left,0,1.573763847,111,uai
4,right,a,d,voiced,28,right,1,0.838953972,111,uai
7,right,a,g,voiced,29,right,1,1.89097786,111,uai
7,right,a,d,voiced,30,left,0,1.407500982,111,uai
2,right,a,d,voiced,32,left,0,1.322771072,111,uai
5,right,a,g,voiced,33,right,1,1.17327404,111,uai
5,right,a,d,voiced,35,right,1,1.138694048,111,uai
10,right,a,d,voiced,36,left,0,9.25940609,111,uai
4,right,a,g,voiced,37,left,0,1.58784914,111,uai
8,right,a,d,voiced,39,left,0,1.387373924,111,uai
3,right,i,g,voiced,0,left,0,1.591268063,111,uai
2,right,i,g,voiced,3,left,0,1.205817938,111,uai
9,right,i,d,voiced,5,right,1,0.919395924,111,uai
1,right,i,d,voiced,6,left,0,1.356376171,111,uai
5,right,i,g,voiced,7,right,1,0.888661146,111,uai
1,right,i,g,voiced,12,left,0,1.003341198,111,uai
10,right,i,g,voiced,13,right,1,1.03865099,111,uai
7,right,i,d,voiced,14,left,0,1.019717932,111,uai
6,right,i,d,voiced,15,right,1,0.839355946,111,uai
6,right,i,g,voiced,17,right,1,0.705276966,111,uai
7,right,i,g,voiced,20,right,1,1.28886795,111,uai
8,right,i,d,voiced,21,left,0,1.089056015,111,uai
8,right,i,g,voiced,23,right,1,1.072995186,111,uai
2,right,i,d,voiced,24,right,1,2.342536926,111,uai
9,right,i,g,voiced,25,right,1,1.758164883,111,uai
10,right,i,d,voiced,30,right,1,1.022576094,111,uai
4,right,i,g,voiced,31,left,0,1.006420136,111,uai
3,right,i,d,voiced,32,left,0,1.389682055,111,uai
4,right,i,d,voiced,35,left,0,1.239849091,111,uai
5,right,i,d,voiced,39,right,1,1.573015928,111,uai
2,right,u,d,voiced,0,left,0,4.880184174,112,uia
8,right,u,g,voiced,2,right,1,1.824502945,112,uia
6,right,u,g,voiced,6,right,1,1.657521009,112,uia
9,right,u,d,voiced,10,right,1,1.01379323,112,uia
1,right,u,d,voiced,11,left,0,1.117115974,112,uia
2,right,u,g,voiced,12,left,0,1.202790976,112,uia
5,right,u,d,voiced,13,right,1,1.472080946,112,uia
5,right,u,g,voiced,14,left,0,1.355509996,112,uia
10,right,u,g,voiced,15,right,1,1.067743063,112,uia
6,right,u,d,voiced,19,right,1,1.08491993,112,uia
3,right,u,g,voiced,24,left,0,1.574407816,112,uia
3,right,u,d,voiced,27,left,0,1.760037899,112,uia
1,right,u,g,voiced,30,left,0,0.999952078,112,uia
4,right,u,d,voiced,31,left,0,1.587812901,112,uia
4,right,u,g,voiced,32,left,0,1.725165129,112,uia
7,right,u,d,voiced,34,right,1,1.219806194,112,uia
7,right,u,g,voiced,36,right,1,1.216243029,112,uia
9,right,u,g,voiced,37,right,1,0.895341873,112,uia
10,right,u,d,voiced,38,right,1,0.949284792,112,uia
8,right,u,d,voiced,39,right,1,1.08300209,112,uia
9,right,i,g,voiced,0,right,1,1.52315402,112,uia
1,right,i,d,voiced,3,left,0,1.067932129,112,uia
8,right,i,d,voiced,4,right,1,1.41902113,112,uia
8,right,i,g,voiced,5,right,1,1.219923019,112,uia
3,right,i,g,voiced,6,left,0,0.932825089,112,uia
1,right,i,g,voiced,9,left,0,1.201581001,112,uia
5,right,i,d,voiced,13,right,1,1.405217886,112,uia
7,right,i,d,voiced,14,right,1,0.999929905,112,uia
4,right,i,g,voiced,15,left,0,1.388601065,112,uia
7,right,i,g,voiced,18,right,1,0.949537992,112,uia
4,right,i,d,voiced,21,left,0,1.1679039,112,uia
10,right,i,g,voiced,22,right,1,1.083559036,112,uia
6,right,i,d,voiced,26,right,1,1.117170811,112,uia
2,right,i,g,voiced,28,left,0,1.151772022,112,uia
5,right,i,g,voiced,29,left,0,1.303011894,112,uia
10,right,i,d,voiced,31,right,1,1.10050106,112,uia
6,right,i,g,voiced,32,left,0,1.202888012,112,uia
9,right,i,d,voiced,33,left,0,2.50304985,112,uia
3,right,i,d,voiced,35,left,0,0.948932886,112,uia
2,right,i,d,voiced,39,left,0,1.253442049,112,uia
9,right,a,g,voiced,9,right,1,1.067198992,112,uia
8,right,a,g,voiced,11,right,1,2.04669404,112,uia
1,right,a,d,voiced,12,left,0,1.55647707,112,uia
4,right,a,d,voiced,13,left,0,1.083781004,112,uia
9,right,a,d,voiced,15,right,1,1.743096113,112,uia
8,right,a,d,voiced,16,right,1,1.185405016,112,uia
7,right,a,g,voiced,19,left,0,1.472482204,112,uia
6,right,a,g,voiced,22,right,1,1.486501932,112,uia
6,right,a,d,voiced,23,left,0,1.151683092,112,uia
3,right,a,d,voiced,24,left,0,1.152271986,112,uia
5,right,a,d,voiced,25,left,0,1.202279091,112,uia
2,right,a,g,voiced,26,left,0,1.218461037,112,uia
10,right,a,g,voiced,27,right,1,1.084589005,112,uia
7,right,a,d,voiced,28,left,0,1.945008039,112,uia
2,right,a,d,voiced,29,left,0,1.083953142,112,uia
1,right,a,g,voiced,30,left,0,1.219820023,112,uia
10,right,a,d,voiced,32,right,1,1.114956856,112,uia
4,right,a,g,voiced,35,left,0,1.877765894,112,uia
3,right,a,g,voiced,37,left,0,0.963202953,112,uia
5,right,a,g,voiced,39,left,0,1.135223866,112,uia
7,left,u,d,voiced,0,left,1,1.945413828,113,uia
3,left,u,g,voiced,5,left,1,1.23331809,113,uia
9,left,u,g,voiced,8,left,1,1.185173035,113,uia
10,left,u,d,voiced,11,left,1,1.117901802,113,uia
9,left,u,d,voiced,12,left,1,1.000583172,113,uia
1,left,u,g,voiced,13,right,0,1.050256968,113,uia
6,left,u,g,voiced,14,right,0,1.319805145,113,uia
2,left,u,g,voiced,16,right,0,1.168879986,113,uia
5,left,u,d,voiced,17,right,0,1.351471186,113,uia
8,left,u,g,voiced,19,left,1,1.168682098,113,uia
2,left,u,d,voiced,20,right,0,1.152521849,113,uia
10,left,u,g,voiced,21,left,1,1.421368122,113,uia
4,left,u,g,voiced,22,right,0,1.826309919,113,uia
3,left,u,d,voiced,23,right,0,1.216266155,113,uia
4,left,u,d,voiced,28,left,1,1.505870819,113,uia
5,left,u,g,voiced,29,left,1,1.353830099,113,uia
1,left,u,d,voiced,31,right,0,1.810642004,113,uia
8,left,u,d,voiced,33,left,1,1.286716938,113,uia
6,left,u,d,voiced,34,left,1,1.218745947,113,uia
7,left,u,g,voiced,39,left,1,1.978903055,113,uia
10,left,i,g,voiced,0,left,1,1.268911123,113,uia
4,left,i,d,voiced,2,right,0,1.337854862,113,uia
9,left,i,g,voiced,3,left,1,1.151839972,113,uia
7,left,i,g,voiced,5,left,1,1.759978056,113,uia
3,left,i,d,voiced,7,right,0,1.706140995,113,uia
9,left,i,d,voiced,9,left,1,1.186103106,113,uia
5,left,i,d,voiced,10,right,0,1.098178864,113,uia
6,left,i,g,voiced,11,right,0,2.012274981,113,uia
3,left,i,g,voiced,16,left,1,1.540759087,113,uia
4,left,i,g,voiced,17,right,0,1.794052839,113,uia
1,left,i,d,voiced,18,right,0,1.42246294,113,uia
10,left,i,d,voiced,19,left,1,1.182302952,113,uia
7,left,i,d,voiced,21,right,0,1.641173124,113,uia
5,left,i,g,voiced,26,right,0,1.404731989,113,uia
2,left,i,g,voiced,28,right,0,1.168109179,113,uia
6,left,i,d,voiced,32,right,0,1.302979946,113,uia
8,left,i,g,voiced,34,left,1,1.169080019,113,uia
2,left,i,d,voiced,35,right,0,1.23670578,113,uia
1,left,i,g,voiced,37,right,0,1.134757996,113,uia
8,left,i,d,voiced,38,left,1,1.101318836,113,uia
5,left,a,g,voiced,0,right,0,1.591392994,113,uia
8,left,a,g,voiced,2,left,1,1.066579103,113,uia
4,left,a,g,voiced,4,left,1,1.421628952,113,uia
7,left,a,d,voiced,5,left,1,1.286993027,113,uia
10,left,a,d,voiced,6,left,1,1.100265026,113,uia
5,left,a,d,voiced,7,left,1,1.489192009,113,uia
6,left,a,d,voiced,8,left,1,1.134087086,113,uia
6,left,a,g,voiced,10,left,1,1.539546967,113,uia
1,left,a,g,voiced,11,right,0,1.387984037,113,uia
9,left,a,d,voiced,12,left,1,1.270161867,113,uia
10,left,a,g,voiced,14,left,1,1.405086041,113,uia
3,left,a,d,voiced,15,right,0,1.165847063,113,uia
2,left,a,g,voiced,17,right,0,1.520310879,113,uia
7,left,a,g,voiced,19,left,1,1.456077099,113,uia
1,left,a,d,voiced,20,right,0,1.287170172,113,uia
9,left,a,g,voiced,25,left,1,1.421795845,113,uia
4,left,a,d,voiced,26,right,0,1.118857861,113,uia
8,left,a,d,voiced,31,left,1,1.201866865,113,uia
3,left,a,g,voiced,36,right,0,1.995601892,113,uia
2,left,a,d,voiced,37,right,0,1.438519001,113,uia
9,left,a,d,voiced,1,left,1,1.978672028,114,aiu
4,left,a,d,voiced,3,left,1,3.816298008,114,aiu
5,left,a,g,voiced,5,right,0,3.431546927,114,aiu
1,left,a,g,voiced,8,right,0,1.371381998,114,aiu
7,left,a,d,voiced,9,left,1,1.539740086,114,aiu
3,left,a,d,voiced,10,right,0,4.018948793,114,aiu
10,left,a,g,voiced,11,left,1,1.384883881,114,aiu
4,left,a,g,voiced,12,left,1,1.404537916,114,aiu
8,left,a,g,voiced,14,left,1,1.945803881,114,aiu
2,left,a,g,voiced,15,left,1,2.958186865,114,aiu
3,left,a,g,voiced,16,right,0,1.165544987,114,aiu
9,left,a,g,voiced,22,left,1,1.522522926,114,aiu
2,left,a,d,voiced,26,right,0,1.708395004,114,aiu
10,left,a,d,voiced,28,left,1,1.404768944,114,aiu
8,left,a,d,voiced,29,left,1,1.250224113,114,aiu
5,left,a,d,voiced,30,right,0,2.147374868,114,aiu
7,left,a,g,voiced,31,left,1,1.590118885,114,aiu
1,left,a,d,voiced,33,right,0,1.233342171,114,aiu
6,left,a,g,voiced,34,left,1,2.400479078,114,aiu
6,left,a,d,voiced,38,left,1,2.974234104,114,aiu
10,left,i,d,voiced,0,right,0,4.305932045,114,aiu
5,left,i,g,voiced,1,left,1,1.168988943,114,aiu
2,left,i,g,voiced,2,right,0,1.084479094,114,aiu
8,left,i,g,voiced,3,right,0,1.591169119,114,aiu
6,left,i,g,voiced,9,left,1,2.216020823,114,aiu
7,left,i,g,voiced,10,left,1,1.151489019,114,aiu
4,left,i,g,voiced,11,right,0,1.253193855,114,aiu
3,left,i,d,voiced,12,right,0,1.439147949,114,aiu
2,left,i,d,voiced,14,right,0,1.067505836,114,aiu
3,left,i,g,voiced,18,right,0,1.62148118,114,aiu
9,left,i,g,voiced,19,right,0,3.330260038,114,aiu
10,left,i,g,voiced,23,left,1,1.556289911,114,aiu
4,left,i,d,voiced,25,right,0,1.101197004,114,aiu
5,left,i,d,voiced,28,left,1,3.329225063,114,aiu
9,left,i,d,voiced,29,left,1,1.098243952,114,aiu
7,left,i,d,voiced,31,left,1,1.759982824,114,aiu
6,left,i,d,voiced,35,left,1,2.486131907,114,aiu
8,left,i,d,voiced,36,left,1,2.921677113,114,aiu
1,left,i,d,voiced,37,right,0,0.932044029,114,aiu
1,left,i,g,voiced,39,right,0,1.133627892,114,aiu
1,left,u,d,voiced,0,right,0,1.827378035,114,aiu
10,left,u,g,voiced,4,left,1,2.469222784,114,aiu
3,left,u,d,voiced,5,right,0,2.077311993,114,aiu
5,left,u,g,voiced,7,left,1,1.168244123,114,aiu
5,left,u,d,voiced,8,left,1,1.826954842,114,aiu
2,left,u,d,voiced,9,left,1,0.982749939,114,aiu
6,left,u,d,voiced,10,left,1,1.25288105,114,aiu
10,left,u,d,voiced,13,left,1,0.982347965,114,aiu
8,left,u,g,voiced,15,left,1,2.940693855,114,aiu
4,left,u,g,voiced,16,right,0,1.471643925,114,aiu
8,left,u,d,voiced,19,left,1,2.975591898,114,aiu
7,left,u,g,voiced,20,left,1,3.211476803,114,aiu
7,left,u,d,voiced,25,right,0,1.000408888,114,aiu
1,left,u,g,voiced,27,right,0,1.150925159,114,aiu
3,left,u,g,voiced,30,left,1,2.161597967,114,aiu
2,left,u,g,voiced,32,left,1,3.042376995,114,aiu
9,left,u,d,voiced,33,left,1,2.418537855,114,aiu
9,left,u,g,voiced,34,left,1,2.53648591,114,aiu
6,left,u,g,voiced,38,right,0,1.573122025,114,aiu
4,left,u,d,voiced,39,right,0,0.828052044,114,aiu
2,left,a,g,voiced,1,right,0,1.216183901,115,aui
5,left,a,d,voiced,2,left,1,1.21626997,115,aui
4,left,a,g,voiced,5,right,0,1.404490948,115,aui
6,left,a,g,voiced,6,right,0,2.78934598,115,aui
8,left,a,g,voiced,8,left,1,1.118349075,115,aui
3,left,a,d,voiced,9,left,1,3.05885005,115,aui
9,left,a,g,voiced,10,left,1,1.268799067,115,aui
9,left,a,d,voiced,11,left,1,1.034026146,115,aui
3,left,a,g,voiced,17,right,0,1.067261934,115,aui
10,left,a,d,voiced,19,right,0,2.536730051,115,aui
6,left,a,d,voiced,20,left,1,2.350998163,115,aui
1,left,a,d,voiced,22,right,0,2.401056051,115,aui
7,left,a,d,voiced,24,right,0,1.253153086,115,aui
10,left,a,g,voiced,26,left,1,1.962116003,115,aui
4,left,a,d,voiced,27,right,0,2.130629778,115,aui
8,left,a,d,voiced,30,left,1,10.37041998,115,aui
5,left,a,g,voiced,32,left,1,0.932638884,115,aui
2,left,a,d,voiced,34,right,0,1.86066699,115,aui
7,left,a,g,voiced,36,right,0,1.992866993,115,aui
1,left,a,g,voiced,37,right,0,0.983460903,115,aui
5,left,u,g,voiced,1,right,0,1.100591898,115,aui
1,left,u,g,voiced,4,right,0,1.304148912,115,aui
3,left,u,d,voiced,5,right,0,4.98463583,115,aui
10,left,u,g,voiced,7,left,1,1.033997059,115,aui
8,left,u,g,voiced,8,left,1,1.405371904,115,aui
1,left,u,d,voiced,11,left,1,3.262341976,115,aui
4,left,u,g,voiced,12,right,0,1.202784061,115,aui
8,left,u,d,voiced,15,left,1,1.050938129,115,aui
9,left,u,g,voiced,16,right,0,8.073662996,115,aui
5,left,u,d,voiced,17,right,0,1.522583008,115,aui
3,left,u,g,voiced,18,left,1,1.472397089,115,aui
6,left,u,g,voiced,21,right,0,3.782124043,115,aui
2,left,u,g,voiced,22,left,1,2.013499975,115,aui
7,left,u,d,voiced,24,left,1,1.115131855,115,aui
7,left,u,g,voiced,26,left,1,3.212218046,115,aui
10,left,u,d,voiced,27,left,1,2.181094885,115,aui
2,left,u,d,voiced,33,right,0,6.301805973,115,aui
6,left,u,d,voiced,34,left,1,2.518878937,115,aui
4,left,u,d,voiced,36,right,0,2.333296061,115,aui
9,left,u,d,voiced,37,left,1,1.421808004,115,aui
4,left,i,g,voiced,6,right,0,1.57428503,115,aui
6,left,i,d,voiced,7,left,1,3.17764616,115,aui
1,left,i,g,voiced,13,right,0,1.385022879,115,aui
8,left,i,g,voiced,14,right,0,7.463273048,115,aui
7,left,i,g,voiced,15,right,0,4.275429964,115,aui
5,left,i,g,voiced,17,right,0,1.013914108,115,aui
8,left,i,d,voiced,18,left,1,3.869135857,115,aui
4,left,i,d,voiced,19,left,1,2.890684128,115,aui
1,left,i,d,voiced,20,left,1,1.657976866,115,aui
10,left,i,d,voiced,22,left,1,1.13478303,115,aui
9,left,i,d,voiced,23,right,0,3.782662869,115,aui
2,left,i,d,voiced,27,right,0,1.101261139,115,aui
5,left,i,d,voiced,29,right,0,1.304073095,115,aui
9,left,i,g,voiced,30,right,0,8.96609807,115,aui
3,left,i,d,voiced,33,right,0,6.098134995,115,aui
10,left,i,g,voiced,34,right,0,1.675621986,115,aui
3,left,i,g,voiced,35,right,0,1.979373932,115,aui
6,left,i,g,voiced,36,right,0,1.489921808,115,aui
7,left,i,d,voiced,38,left,1,1.807071924,115,aui
2,left,i,g,voiced,39,right,0,1.20283103,115,aui
7,left,u,g,voiced,1,left,1,2.047104836,116,uai
3,left,u,g,voiced,2,left,1,2.299460173,116,uai
10,left,u,g,voiced,4,left,1,0.932515144,116,uai
6,left,u,d,voiced,5,left,1,1.370881081,116,uai
8,left,u,d,voiced,7,left,1,1.084676981,116,uai
5,left,u,g,voiced,8,right,0,0.998813868,116,uai
5,left,u,d,voiced,9,left,1,0.827447891,116,uai
1,left,u,d,voiced,11,right,0,0.898722172,116,uai
2,left,u,d,voiced,12,right,0,0.897593975,116,uai
7,left,u,d,voiced,14,left,1,1.760172129,116,uai
6,left,u,g,voiced,15,left,1,1.64192915,116,uai
4,left,u,d,voiced,16,left,1,1.471936941,116,uai
8,left,u,g,voiced,18,left,1,0.796875,116,uai
9,left,u,g,voiced,25,left,1,0.948998928,116,uai
1,left,u,g,voiced,26,right,0,1.167911053,116,uai
4,left,u,g,voiced,28,left,1,2.604248047,116,uai
3,left,u,d,voiced,30,right,0,1.165510893,116,uai
10,left,u,d,voiced,32,left,1,0.881337881,116,uai
9,left,u,d,voiced,33,left,1,0.763706923,116,uai
2,left,u,g,voiced,34,right,0,0.948512077,116,uai
2,left,a,g,voiced,1,right,0,0.949065924,116,uai
9,left,a,d,voiced,2,left,1,0.881510973,116,uai
5,left,a,g,voiced,3,left,1,1.252418041,116,uai
6,left,a,g,voiced,4,left,1,0.982653856,116,uai
8,left,a,d,voiced,7,left,1,0.814404011,116,uai
1,left,a,d,voiced,8,left,1,0.713268042,116,uai
3,left,a,g,voiced,11,left,1,1.034215927,116,uai
4,left,a,d,voiced,13,left,1,0.762578964,116,uai
3,left,a,d,voiced,15,right,0,3.042639017,116,uai
1,left,a,g,voiced,16,right,0,0.966453075,116,uai
4,left,a,g,voiced,18,left,1,1.591188908,116,uai
8,left,a,g,voiced,20,left,1,1.050776005,116,uai
9,left,a,g,voiced,23,left,1,0.864420176,116,uai
7,left,a,d,voiced,27,left,1,1.303483963,116,uai
5,left,a,d,voiced,28,left,1,1.165597916,116,uai
2,left,a,d,voiced,30,right,0,1.067065954,116,uai
10,left,a,g,voiced,34,left,1,1.218710899,116,uai
10,left,a,d,voiced,35,left,1,0.949640989,116,uai
7,left,a,g,voiced,38,left,1,0.898556948,116,uai
6,left,a,d,voiced,39,left,1,1.050915957,116,uai
5,left,i,g,voiced,0,right,0,0.962961912,116,uai
1,left,i,g,voiced,1,right,0,1.032852888,116,uai
10,left,i,g,voiced,2,left,1,1.354225874,116,uai
2,left,i,d,voiced,3,right,0,0.999392033,116,uai
4,left,i,g,voiced,4,left,1,0.813527107,116,uai
2,left,i,g,voiced,6,right,0,1.573175907,116,uai
6,left,i,d,voiced,8,left,1,1.435589075,116,uai
9,left,i,g,voiced,9,left,1,1.101511002,116,uai
7,left,i,g,voiced,10,left,1,0.844630957,116,uai
5,left,i,d,voiced,11,right,0,1.084348917,116,uai
3,left,i,d,voiced,12,left,1,0.830235958,116,uai
8,left,i,g,voiced,15,left,1,0.915463924,116,uai
6,left,i,g,voiced,17,left,1,0.881042957,116,uai
8,left,i,d,voiced,19,left,1,0.928976059,116,uai
